Temperature,Humidity,Atmospheric Pressure,Wind Speed,Visibility,Carbon,Hydrogen,Smoke,Gas Leak,Latitude,Longitude,City Name,Timestamp
28.96,86,1010,1.98,10000,1973,4095,965,4095,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:50:34 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,1959,3579,978,3218,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:51:40 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,1954,0,967,0,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:52:41 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,1998,4095,965,4095,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:53:43 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,1975,0,961,0,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:54:44 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,2013,3199,960,2990,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:55:46 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,1947,0,959,0,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:56:47 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,1984,4095,983,3888,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:57:49 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,1993,4095,965,3891,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:58:50 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,2022,4095,954,3685,16.43,80.57,Mangalagiri,Tue Nov 12 2024 17:59:51 GMT+0530 (India Standard Time)
28.96,86,1010,1.98,10000,2012,4095,983,4095,16.43,80.57,Mangalagiri,Tue Nov 12 2024 18:00:53 GMT+0530 (India Standard Time)
28.96,88,1011,1.72,10000,1995,2698,963,2509,16.43,80.57,Mangalagiri,Tue Nov 12 2024 18:01:54 GMT+0530 (India Standard Time)
28.96,88,1011,1.72,10000,2018,3965,976,3635,16.43,80.57,Mangalagiri,Tue Nov 12 2024 18:02:56 GMT+0530 (India Standard Time)
28.96,88,1011,1.72,10000,2015,0,976,0,16.43,80.57,Mangalagiri,Tue Nov 12 2024 18:03:58 GMT+0530 (India Standard Time)
28.96,88,1011,1.72,10000,2019,0,968,0,16.43,80.57,Mangalagiri,Tue Nov 12 2024 18:05:00 GMT+0530 (India Standard Time)
28.96,88,1011,1.72,10000,2023,4095,967,4095,16.43,80.57,Mangalagiri,Tue Nov 12 2024 18:06:02 GMT+0530 (India Standard Time)
28.96,88,1011,1.72,10000,2032,0,944,0,16.43,80.57,Mangalagiri,Tue Nov 12 2024 18:07:04 GMT+0530 (India Standard Time)
